,	VBN	NNS	23
,	VBN	NN	39
,	VBN	VBD	1
,	VBN	DT	35
,	VBN	TO	66
,	VBN	WRB	1
,	VBN	RB	35
,	VBN	IN	1016
,	VBN	JJR	1
,	VBN	PRP$	7
,	VBN	VBG	6
,	VBN	POS	2
,	WP	RB	47
,	WP	NNP	7
,	WP	,	8
,	WP	IN	17
,	WP	VBP	76
,	WP	RBR	2
,	WP	VBZ	264
,	WP	VB	3
,	WP	JJ	3
,	WP	MD	50
,	WP	PRP	11
,	WP	NN	4
,	WP	DT	6
,	WP	VBD	320
,	RBR	CC	2
,	RBR	RB	7
,	RBR	VBN	1
,	RBR	IN	10
,	RBR	IN|RB	2
,	RBR	JJ	24
,	RBR	DT	6
,	RBR	VBD	1
,	CD	CC	43
,	CD	:	30
,	CD	NNP	29
,	CD	,	467
,	CD	VBN	2
,	CD	CD	57
,	CD	.	99
,	CD	MD	2
,	CD	JJ	42
,	CD	NN	171
,	CD	NNS	234
,	CD	TO	12
,	CD	DT	15
,	CD	VBD	14
,	CD	RB	3
,	CD	''	3
,	CD	WDT	1
,	CD	IN	116
,	CD	VBP	5
,	CD	SYM	1
,	CD	JJR	7
,	CD	)	56
,	CD	VBG	1
,	CD	(	1
,	RP	CD	2
,	RP	RB	1
,	RP	NNS	1
,	RP	IN	1
,	VBG|JJ	NN	1
,	JJ	CC	123
,	JJ	``	8
,	JJ	:	3
,	JJ	NNP	164
,	JJ	,	60
,	JJ	NN|NNS	1
,	JJ	VBN	1
,	JJ	WP	2
,	JJ	CD	16
,	JJ	RP	2
,	JJ	.	17
,	JJ	JJ	227
,	JJ	NNS	672
,	JJ	NN	990
,	JJ	DT	6
,	JJ	VBD	16
,	JJ	TO	67
,	JJ	RB	12
,	JJ	''	3
,	JJ	IN	326
,	JJ	VBP	11
,	JJ	JJR	1
,	JJ	)	3
,	JJ	VBZ	4
,	JJ	NNPS	7
,	JJ	(	1
,	JJ	VBG	8
,	PRP	CC	18
,	PRP	``	4
,	PRP	RB	112
,	PRP	,	3
,	PRP	IN	2
,	PRP	VBP	465
,	PRP	VBZ	735
,	PRP	MD|VB	1
,	PRP	MD	409
,	PRP	JJ	1
,	PRP	NNS	1
,	PRP	VBG	1
,	PRP	POS	2
,	PRP	VBD	956
,	PRP	DT	4
,	TO	$	106
,	TO	``	1
,	TO	NNP	30
,	TO	WP	2
,	TO	CD	82
,	TO	VB	305
,	TO	JJ	7
,	TO	NNS	9
,	TO	NN	5
,	TO	DT	43
,	TO	RB	5
,	TO	WRB	1
,	TO	#	2
,	TO	WDT	4
,	TO	IN	3
,	TO	PRP$	12
,	EX	VBP	39
,	EX	RB	4
,	EX	VBZ	73
,	EX	MD	16
,	EX	POS	3
,	EX	VBD	38
,	RB	PDT	4
,	RB	CC	13
,	RB	NNP	43
,	RB	,	590
,	RB	VBN	143
,	RB	WP	3
,	RB	RBR	13
,	RB	CD	414
,	RB	JJ	148
,	RB	PRP	38
,	RB	TO	54
,	RB	WRB	8
,	RB	RB	240
,	RB	VBP	39
,	RB	JJR	35
,	RB	VBZ	122
,	RB	NNPS	1
,	RB	(	3
,	RB	$	77
,	RB	``	1
,	RB	:	12
,	RB	VBN|JJ	1
,	RB	.	105
,	RB	VB	25
,	RB	MD	24
,	RB	NN	69
,	RB	NNS	50
,	RB	DT	197
,	RB	VBD	178
,	RB	RBS	1
,	RB	IN	815
,	RB	PRP$	15
,	RB	VBG	130
,	WRB	$	1
,	WRB	PDT	3
,	WRB	``	2
,	WRB	NNP	74
,	WRB	,	7
,	WRB	VBN	7
,	WRB	JJS	2
,	WRB	CD	3
,	WRB	.	1
,	WRB	VB	1
,	WRB	JJ	40
,	WRB	MD	1
,	WRB	PRP	90
,	WRB	NNS	62
,	WRB	NN	46
,	WRB	TO	1
,	WRB	VBD	1
,	WRB	DT	161
,	WRB	EX	6
,	WRB	RB	14
,	WRB	RBS	1
,	WRB	IN	3
,	WRB	VBP	2
,	WRB	)	1
,	WRB	JJR	3
,	WRB	PRP$	9
,	WRB	VBZ	5
,	WRB	VBG	4
,	FW	$	1
,	FW	:	3
,	FW	FW	4
,	FW	,	3
,	FW	)	1
,	FW	.	6
,	FW	MD	1
,	FW	JJ	1
,	FW	(	1
,	FW	DT	2
,	WDT	CC	1
,	WDT	``	2
,	WDT	:	1
,	WDT	NNP	43
,	WDT	,	7
,	WDT	VBN	5
,	WDT	JJS	2
,	WDT	RBR	2
,	WDT	CD	3
,	WDT	VB	1
,	WDT	MD	204
,	WDT	JJ	22
,	WDT	NN	4
,	WDT	NNS	16
,	WDT	PRP	66
,	WDT	DT	38
,	WDT	VBD	672
,	WDT	RB	160
,	WDT	IN	42
,	WDT	VBP	218
,	WDT	PRP$	2
,	WDT	JJR	1
,	WDT	VBZ	871
,	VBP	$	2
,	VBP	CC	5
,	VBP	``	6
,	VBP	:	3
,	VBP	NNP	12
,	VBP	,	3
,	VBP	VBN	132
,	VBP	WP	3
,	VBP	CD	6
,	VBP	RBR	10
,	VBP	RP	1
,	VBP	VB	1
,	VBP	.	1
,	VBP	JJ	44
,	VBP	NNS	24
,	VBP	NN	20
,	VBP	PRP	12
,	VBP	VBD	1
,	VBP	DT	65
,	VBP	TO	19
,	VBP	EX	2
,	VBP	RB	87
,	VBP	WRB	2
,	VBP	IN	47
,	VBP	VBZ	1
,	VBP	PRP$	10
,	VBP	JJR	6
,	VBP	VBG	54
,	VBZ	$	3
,	VBZ	PDT	1
,	VBZ	CC	7
,	VBZ	``	24
,	VBZ	:	18
,	VBZ	NNP	256
,	VBZ	,	17
,	VBZ	VBN	351
,	VBZ	WP	3
,	VBZ	JJS	2
,	VBZ	RBR	8
,	VBZ	CD	27
,	VBZ	RP	4
,	VBZ	VB	2
,	VBZ	.	4
,	VBZ	JJ	100
,	VBZ	NN	75
,	VBZ	NNS	38
,	VBZ	PRP	76
,	VBZ	VBD	9
,	VBZ	TO	81
,	VBZ	DT	367
,	VBZ	EX	2
,	VBZ	WRB	7
,	VBZ	RB	186
,	VBZ	RBS	1
,	VBZ	IN	233
,	VBZ	JJR	11
,	VBZ	PRP$	34
,	VBZ	VBG	121
,	VBZ	UH	1
,	JJR	CC	9
,	JJR	NNP	2
,	JJR	,	1
,	JJR	IN	42
,	JJR	MD	1
,	JJR	JJ	3
,	JJR	NN	32
,	JJR	NNS	22
,	JJR	VBG	1
,	JJR	(	1
,	JJR	VBD	1
,	NNPS	CC	14
,	NNPS	NNP	18
,	NNPS	,	7
,	NNPS	IN	5
,	NNPS	VBP	4
,	NNPS	.	2
,	NNPS	MD	3
,	NNPS	NNPS	3
,	NNPS	NN	1
,	NNPS	NNS	1
,	NNPS	VBD	9
,	(	$	2
,	(	RB	1
,	(	NNP	10
,	(	NNS	2
,	(	PRP	1
,	(	DT	1
,	(	IN	3
,	UH	)	1
,	UH	''	1
,	UH	.	3
,	UH	,	19
,	UH	NNS	1
,	$	CD	136
,	$	JJ	8
,	``	CC	48
,	``	:	3
,	``	NNP	50
,	``	VBN	4
,	``	WP	17
,	``	JJS	4
,	``	RBR	2
,	``	CD	3
,	``	VB	15
,	``	JJ	30
,	``	MD	19
,	``	NNS	19
,	``	PRP	257
,	``	NN	37
,	``	TO	4
,	``	VBD	15
,	``	DT	127
,	``	EX	15
,	``	WRB	17
,	``	RB	42
,	``	FW	2
,	``	WDT	1
,	``	IN	59
,	``	VBP	23
,	``	JJR	1
,	``	VBZ	39
,	``	PRP$	12
,	``	NNPS	3
,	``	(	1
,	``	VBG	8
,	``	UH	8
,	:	$	2
,	:	MD	1
,	:	NN	1
,	:	PRP	1
,	JJS	VBP	2
,	JJS	NNP	2
,	JJS	JJ	5
,	JJS	NN	6
,	JJS	NNS	22
,	JJS	VBN	2
,	JJS	IN	24
,	LS	)	1
,	LS	JJ	1
,	LS	NN	1
,	VBN|JJ	JJ	1
,	VBN|JJ	NN	1
,	VB	$	4
,	VB	CC	12
,	VB	``	1
,	VB	NNP	4
,	VB	,	23
,	VB	VBN	11
,	VB	WP	4
,	VB	CD	3
,	VB	RBR	1
,	VB	RP	5
,	VB	.	3
,	VB	VB	3
,	VB	JJ	16
,	VB	PRP	24
,	VB	NNS	17
,	VB	NN	24
,	VB	TO	5
,	VB	DT	27
,	VB	RB	18
,	VB	IN	16
,	VB	JJR	6
,	VB	PRP$	11
,	VB	VBG	2
,	VB	POS	2
,	MD	``	4
,	MD	RB	85
,	MD	:	2
,	MD	NNP	1
,	MD	,	2
,	MD	IN	1
,	MD	RBR	1
,	MD	.	1
,	MD	VB	559
,	MD	JJ	3
,	MD	PRP	8
,	MD	DT	4
,	NN	CC	540
,	NN	``	1
,	NN	:	8
,	NN	NNP	33
,	NN	,	215
,	NN	VBN	10
,	NN	WP	6
,	NN	CD	32
,	NN	.	59
,	NN	MD	32
,	NN	JJ	19
,	NN	PRP	3
,	NN	NN	564
,	NN	NNS	519
,	NN	DT	5
,	NN	TO	18
,	NN	VBD	140
,	NN	RB	13
,	NN	''	1
,	NN	WDT	16
,	NN	IN	850
,	NN	VBP	5
,	NN	JJR	1
,	NN	)	2
,	NN	VBZ	87
,	NN	VBG	8
,	NN	(	1
,	NN	POS	14
,	NNS	CC	318
,	NNS	``	3
,	NNS	:	3
,	NNS	NNP	6
,	NNS	,	138
,	NNS	VBN	20
,	NNS	WP	14
,	NNS	CD	2
,	NNS	VB	7
,	NNS	.	13
,	NNS	JJ	26
,	NNS	MD	104
,	NNS	PRP	1
,	NNS	NNS	26
,	NNS	NN	44
,	NNS	TO	14
,	NNS	VBD	333
,	NNS	RB	50
,	NNS	WDT	12
,	NNS	IN	233
,	NNS	VBP	317
,	NNS	VBZ	3
,	NNS	VBG	17
,	NNS	(	2
,	NNS	POS	12
,	DT	$	34
,	DT	``	21
,	DT	NNP	1593
,	DT	,	1
,	DT	VBN	49
,	DT	WP	4
,	DT	JJS	99
,	DT	RBR	14
,	DT	CD	112
,	DT	VB	1
,	DT	MD	16
,	DT	JJ	1715
,	DT	PRP	2
,	DT	NNS	614
,	DT	NN	4169
,	DT	DT	5
,	DT	VBD	24
,	DT	TO	2
,	DT	RB	91
,	DT	FW	1
,	DT	WDT	1
,	DT	RBS	29
,	DT	IN	99
,	DT	VBP	9
,	DT	NN|JJ	1
,	DT	VBZ	51
,	DT	JJR	46
,	DT	NNPS	47
,	DT	(	1
,	DT	VBG	78
,	DT	POS	1
,	VBD	PDT	1
,	VBD	$	43
,	VBD	CC	6
,	VBD	``	28
,	VBD	:	29
,	VBD	NNP	275
,	VBD	,	40
,	VBD	VBN	420
,	VBD	WP	1
,	VBD	JJS	4
,	VBD	RBR	8
,	VBD	CD	195
,	VBD	RP	28
,	VBD	.	29
,	VBD	VB	7
,	VBD	JJ	197
,	VBD	NNS	81
,	VBD	PRP	301
,	VBD	NN	114
,	VBD	VBD	3
,	VBD	TO	155
,	VBD	DT	715
,	VBD	EX	9
,	VBD	WRB	4
,	VBD	RB	223
,	VBD	IN	427
,	VBD	JJR	14
,	VBD	PRP$	132
,	VBD	NNPS	1
,	VBD	VBG	51
,	''	CC	108
,	''	``	29
,	''	NNP	513
,	''	WP$	4
,	''	VBN	20
,	''	WP	5
,	''	CD	13
,	''	VB	1
,	''	MD	2
,	''	JJ	17
,	''	NN	16
,	''	PRP	717
,	''	NNS	10
,	''	TO	6
,	''	DT	284
,	''	VBD	843
,	''	WRB	5
,	''	RB	29
,	''	FW	2
,	''	''	25
,	''	WDT	45
,	''	IN	79
,	''	VBP	10
,	''	VBZ	1008
,	''	PRP$	7
,	''	(	2
,	''	VBG	58
,	RBS	RB	9
,	RBS	JJ	8
,	RBS	(	1
,	RBS	IN	3
,	RBS	VBN	2
,	IN	PDT	8
,	IN	CC	5
,	IN	NNP	643
,	IN	,	7
,	IN	VBN	93
,	IN	WP	11
,	IN	RBR	6
,	IN	CD	366
,	IN	JJ	436
,	IN	PRP	312
,	IN	TO	10
,	IN	EX	14
,	IN	WRB	4
,	IN	RB	128
,	IN	WDT	108
,	IN	VBP	5
,	IN	VBZ	18
,	IN	JJR	18
,	IN	NNPS	4
,	IN	$	242
,	IN	``	19
,	IN	JJS	88
,	IN	VB	2
,	IN	MD	2
,	IN	NNS	298
,	IN	NN	737
,	IN	DT	1535
,	IN	VBD	17
,	IN	#	2
,	IN	RBS	4
,	IN	IN	243
,	IN	PRP$	159
,	IN	VBG	179
,	PRP$	$	3
,	PRP$	RB	1
,	PRP$	``	1
,	PRP$	NNP	5
,	PRP$	RBS	1
,	PRP$	VBN	2
,	PRP$	JJS	14
,	PRP$	JJR	1
,	PRP$	JJ	64
,	PRP$	NN	127
,	PRP$	NNS	47
,	PRP$	VBG	2
,	VBG	PDT	1
,	VBG	$	30
,	VBG	CC	12
,	VBG	``	14
,	VBG	:	8
,	VBG	NNP	199
,	VBG	,	12
,	VBG	VBN	32
,	VBG	JJS	2
,	VBG	WP	5
,	VBG	RBR	4
,	VBG	CD	94
,	VBG	RP	22
,	VBG	.	2
,	VBG	JJ	182
,	VBG	NNS	166
,	VBG	NN	217
,	VBG	PRP	131
,	VBG	VBD	2
,	VBG	TO	502
,	VBG	DT	660
,	VBG	EX	3
,	VBG	WRB	4
,	VBG	RB	89
,	VBG	IN	409
,	VBG	SYM	1
,	VBG	VBZ	1
,	VBG	PRP$	76
,	VBG	JJR	31
,	VBG	NNPS	3
,	VBG	VBG	16
NN|NNS	.	IN	1
NN|NNS	,	NN	1
NN|NNS	NN	,	1
NN|NNS	NN	NN	1
NN|NNS	NN	NNS	1
NN|NNS	NN	IN	2
NN|NNS	NNS	NN	1
NN|NNS	NNS	NNS	2
NN|NNS	NNS	IN	1
NN|NNS	IN	NN	1
WP$	$	CD	1
WP$	$	JJ	3
WP$	RB	CD	1
WP$	``	JJ	1
WP$	NNP	CC	2
WP$	NNP	NNP	5
WP$	NNP	,	1
WP$	NNP	JJ	1
WP$	NNP	NNPS	1
WP$	NNP	NNS	2
WP$	NNP	NN	1
WP$	NNP	POS	1
WP$	VBN	NNS	1
WP$	JJS	NN	2
WP$	CD	JJ	1
WP$	CD	NN	1
WP$	CD	NNS	3
WP$	JJR	NNS	1
WP$	JJ	``	1
WP$	JJ	JJ	7
WP$	JJ	,	2
WP$	JJ	NNS	12
WP$	JJ	NN	22
WP$	JJ	VBN	1
WP$	NN	CC	3
WP$	NN	NNP	2
WP$	NN	,	2
WP$	NN	IN	8
WP$	NN	VBZ	34
WP$	NN	MD	2
WP$	NN	JJ	1
WP$	NN	PRP	3
WP$	NN	NN	9
WP$	NN	NNS	4
WP$	NN	VBD	18
WP$	NN	TO	4
WP$	NNS	CC	6
WP$	NNS	RB	1
WP$	NNS	,	1
WP$	NNS	IN	3
WP$	NNS	VBP	42
WP$	NNS	VB	1
WP$	NNS	MD	1
WP$	NNS	PRP	4
WP$	NNS	NN	3
WP$	NNS	VBD	12
WP$	NNS	TO	1
WP$	NNS	DT	1
WP$	VBG	NN	3
RBR	CC	$	1
RBR	CC	RB	3
RBR	CC	IN	1
RBR	CC	VBP	1
RBR	CC	RBR	19
RBR	CC	VBZ	2
RBR	CC	VB	1
RBR	CC	JJ	2
RBR	CC	MD	1
RBR	CC	PRP	1
RBR	CC	VBG	1
RBR	CC	NNS	2
RBR	CC	TO	2
RBR	CC	DT	3
RBR	CC	VBD	7
RBR	``	JJ	5
RBR	``	IN	1
RBR	:	PDT	1
RBR	:	CC	1
RBR	:	RB	1
RBR	:	WRB	1
RBR	:	NNP	2
RBR	:	IN	2
RBR	:	VBP	1
RBR	:	PRP$	1
RBR	:	PRP	1
RBR	:	VBG	1
RBR	:	DT	5
RBR	,	CC	14
RBR	,	``	1
RBR	,	NNP	15
RBR	,	VBN	2
RBR	,	JJS	1
RBR	,	JJ	2
RBR	,	NNS	3
RBR	,	PRP	12
RBR	,	NN	6
RBR	,	VBD	5
RBR	,	DT	29
RBR	,	WRB	7
RBR	,	RB	10
RBR	,	''	12
RBR	,	WDT	2
RBR	,	IN	20
RBR	,	PRP$	1
RBR	,	VBG	9
RBR	VBN	CC	3
RBR	VBN	RB	1
RBR	VBN	''	1
RBR	VBN	,	6
RBR	VBN	IN	26
RBR	VBN	.	5
RBR	VBN	JJ	2
RBR	VBN	NNS	1
RBR	VBN	NN	3
RBR	VBN	TO	3
RBR	RBR	NNS	1
RBR	CD	CD	1
RBR	IN|RB	VB	1
RBR	IN|RB	VBD	3
RBR	RP	NN	1
RBR	VB	CC	1
RBR	VB	WRB	1
RBR	VB	NNP	2
RBR	VB	,	2
RBR	VB	VBN	2
RBR	VB	IN	4
RBR	VB	PRP$	4
RBR	VB	JJ	4
RBR	VB	PRP	2
RBR	VB	NN	4
RBR	VB	TO	1
RBR	VB	DT	7
RBR	.	CC	12
RBR	.	``	8
RBR	.	:	1
RBR	.	NNP	34
RBR	.	VBN	1
RBR	.	WP	1
RBR	.	JJS	2
RBR	.	CD	1
RBR	.	JJ	19
RBR	.	PRP	6
RBR	.	NNS	39
RBR	.	NN	33
RBR	.	TO	1
RBR	.	DT	72
RBR	.	EX	2
RBR	.	WRB	2
RBR	.	RB	10
RBR	.	''	8
RBR	.	IN	32
RBR	.	JJR	1
RBR	.	PRP$	2
RBR	.	(	1
RBR	.	VBG	2
RBR	.	UH	1
RBR	MD	RB	1
RBR	MD	VB	5
RBR	JJ	$	2
RBR	JJ	CC	35
RBR	JJ	``	1
RBR	JJ	:	11
RBR	JJ	NNP	7
RBR	JJ	,	66
RBR	JJ	CD	5
RBR	JJ	VB	1
RBR	JJ	.	86
RBR	JJ	JJ	27
RBR	JJ	PRP	3
RBR	JJ	NNS	64
RBR	JJ	NN	162
RBR	JJ	VBD	2
RBR	JJ	TO	85
RBR	JJ	DT	13
RBR	JJ	WRB	3
RBR	JJ	RB	3
RBR	JJ	FW	1
RBR	JJ	''	8
RBR	JJ	IN	158
RBR	JJ	VBP	2
RBR	JJ	)	1
RBR	JJ	VBZ	5
RBR	JJ	NNPS	1
RBR	JJ	VBG	2
RBR	NNS	IN	1
RBR	PRP	VBP	3
RBR	PRP	VBZ	2
RBR	PRP	VBD	3
RBR	NN	.	1
RBR	NN	JJ	1
RBR	NN	,	5
RBR	NN	NNS	1
RBR	NN	NN	1
RBR	NN	IN	2
RBR	NN	VBN	1
RBR	VBD	CC	1
RBR	VBD	IN	1
RBR	VBD	VBN	1
RBR	VBD	JJR	1
RBR	VBD	.	1
RBR	VBD	JJ	1
RBR	VBD	NNS	1
RBR	VBD	PRP	1
RBR	VBD	NN	1
RBR	VBD	TO	2
RBR	VBD	DT	7
RBR	DT	NNP	1
RBR	DT	JJ	1
RBR	DT	NN	206
RBR	DT	VBN	1
RBR	DT	IN	1
RBR	TO	$	1
RBR	TO	``	1
RBR	TO	RB	3
RBR	TO	NNP	1
RBR	TO	CD	4
RBR	TO	PRP$	3
RBR	TO	VB	18
RBR	TO	JJ	2
RBR	TO	NNS	1
RBR	TO	VBG	1
RBR	TO	NN	1
RBR	TO	DT	6
RBR	WRB	PRP	2
RBR	WRB	DT	1
RBR	RB	CC	7
RBR	RB	WRB	2
RBR	RB	:	3
RBR	RB	,	36
RBR	RB	VBN	16
RBR	RB	IN	55
RBR	RB	VB	8
RBR	RB	.	16
RBR	RB	JJ	14
RBR	RB	VBG	3
RBR	RB	VBD	1
RBR	RB	DT	2
RBR	RB	TO	5
RBR	IN	PDT	3
RBR	IN	$	30
RBR	IN	``	1
RBR	IN	NNP	31
RBR	IN	VBN	23
RBR	IN	JJS	3
RBR	IN	CD	102
RBR	IN	VB	11
RBR	IN	JJ	49
RBR	IN	PRP	22
RBR	IN	NN	29
RBR	IN	NNS	15
RBR	IN	VBD	11
RBR	IN	DT	145
RBR	IN	RB	27
RBR	IN	IN	9
RBR	IN	VBP	2
RBR	IN	JJR	3
RBR	IN	PRP$	8
RBR	IN	VBZ	4
RBR	IN	VBG	14
RBR	VBP	RB	1
RBR	VBP	,	1
RBR	JJR	IN	1
RBR	VBZ	NNP	1
RBR	VBZ	NN	1
RBR	VBZ	VBN	1
RBR	VBZ	DT	5
RBR	)	.	1
RBR	(	NN	2
RBR	VBG	CC	1
RBR	VBG	PRP$	1
RBR	VBG	.	2
RBR	VBG	PRP	1
RBR	VBG	NNS	1
RBR	VBG	DT	2
RBR	VBG	IN	2
RBR	VBG	TO	1
CD	CC	$	84
CD	CC	CC	2
CD	CC	NNP	83
CD	CC	VBN	17
CD	CC	WP	2
CD	CC	JJS	1
CD	CC	RBR	5
CD	CC	CD	239
CD	CC	VB	18
CD	CC	MD	9
CD	CC	JJ	35
CD	CC	NN	12
CD	CC	PRP	3
CD	CC	NNS	13
CD	CC	TO	2
CD	CC	DT	45
CD	CC	VBD	55
CD	CC	RB	47
CD	CC	#	5
CD	CC	WDT	1
CD	CC	IN	17
CD	CC	VBP	5
CD	CC	JJR	85
CD	CC	PRP$	6
CD	CC	VBZ	27
CD	CC	VBG	9
CD	NNP	CC	15
CD	NNP	``	1
CD	NNP	:	2
CD	NNP	NNP	239
CD	NNP	,	28
CD	NNP	VBN	2
CD	NNP	CD	12
CD	NNP	.	36
CD	NNP	MD	1
CD	NNP	JJ	16
CD	NNP	NN	100
CD	NNP	NNS	148
CD	NNP	TO	3
CD	NNP	DT	3
CD	NNP	VBD	11
CD	NNP	RB	1
CD	NNP	''	1
CD	NNP	IN	21
CD	NNP	VBP	1
CD	NNP	JJR	1
CD	NNP	VBZ	6
CD	NNP	NNPS	18
CD	NNP	VBG	2
CD	NNP	POS	9
CD	,	PDT	1
CD	,	CC	1238
CD	,	NNP	337
CD	,	VBN	152
CD	,	WP	32
CD	,	RBR	1
CD	,	CD	586
CD	,	RP	2
CD	,	JJ	81
CD	,	PRP	116
CD	,	TO	96
CD	,	EX	5
CD	,	RB	416
CD	,	WRB	101
CD	,	WDT	42
CD	,	VBP	23
CD	,	JJR	6
CD	,	VBZ	106
CD	,	NNPS	5
CD	,	$	9
CD	,	``	10
CD	,	JJS	1
CD	,	VBN|JJ	1
CD	,	VB	5
CD	,	MD	37
CD	,	NNS	43
CD	,	NN	87
CD	,	VBD	143
CD	,	DT	345
CD	,	''	49
CD	,	IN	509
CD	,	PRP$	11
CD	,	VBG	155
CD	WP$	NN	1
CD	VBN	CC	2
CD	VBN	RB	3
CD	VBN	:	1
CD	VBN	NNP	3
CD	VBN	IN	62
CD	VBN	RP	1
CD	VBN	.	11
CD	VBN	JJ	2
CD	VBN	NNS	33
CD	VBN	NN	14
CD	VBN	TO	17
CD	VBN	DT	1
CD	WP	VBP	1
CD	WP	VBZ	3
CD	WP	RB	1
CD	WP	MD	2
CD	WP	VBD	5
CD	RBR	VBZ	1
CD	RBR	VBN	1
CD	RBR	IN	6
CD	RBR	DT	2
CD	CD	CC	213
CD	CD	NNP	172
CD	CD	,	1562
CD	CD	VBN	55
CD	CD	WP	1
CD	CD	RBR	4
CD	CD	CD	4
CD	CD	JJ	454
CD	CD	PRP	10
CD	CD	TO	567
CD	CD	WRB	1
CD	CD	RB	39
CD	CD	FW	1
CD	CD	WDT	6
CD	CD	VBP	2
CD	CD	JJR	25
CD	CD	VBZ	27
CD	CD	NNPS	6
CD	CD	(	62
CD	CD	``	4
CD	CD	:	108
CD	CD	IN|RB	1
CD	CD	.	1276
CD	CD	VB	2
CD	CD	MD	26
CD	CD	NN	1278
CD	CD	NNS	885
CD	CD	DT	219
CD	CD	VBD	41
CD	CD	''	5
CD	CD	IN	2370
CD	CD	PRP$	1
CD	CD	)	235
CD	CD	SYM	4
CD	CD	VBG	18
CD	RP	.	1
CD	JJ	CC	24
CD	JJ	``	2
CD	JJ	:	1
CD	JJ	NNP	75
CD	JJ	,	9
CD	JJ	VBN	2
CD	JJ	CD	12
CD	JJ	.	11
CD	JJ	JJ	125
CD	JJ	NN	600
CD	JJ	NNS	920
CD	JJ	TO	5
CD	JJ	WRB	1
CD	JJ	FW	2
CD	JJ	IN	6
CD	JJ	VBZ	1
CD	JJ	JJR	3
CD	JJ	NNPS	5
CD	JJ	VBG	5
CD	JJ	(	4
CD	PRP	VBP	5
CD	PRP	RB	1
CD	PRP	VBZ	6
CD	PRP	MD	5
CD	PRP	,	2
CD	PRP	IN	2
CD	PRP	VBD	16
CD	TO	$	247
CD	TO	RB	9
CD	TO	#	10
CD	TO	NNP	37
CD	TO	IN	3
CD	TO	CD	1121
CD	TO	PRP$	8
CD	TO	VB	338
CD	TO	JJ	9
CD	TO	NN	13
CD	TO	NNS	20
CD	TO	VBD	1
CD	TO	DT	34
CD	WRB	PRP$	3
CD	WRB	NNP	9
CD	WRB	JJ	2
CD	WRB	PRP	9
CD	WRB	DT	12
CD	RB	CC	7
CD	RB	:	3
CD	RB	NNP	21
CD	RB	,	26
CD	RB	VBN	17
CD	RB	VBN|VBD	1
CD	RB	CD	3
CD	RB	.	61
CD	RB	MD	2
CD	RB	JJ	15
CD	RB	PRP	1
CD	RB	NN	9
CD	RB	TO	2
CD	RB	VBD	8
CD	RB	DT	3
CD	RB	RB	3
CD	RB	WRB	2
